month,paper_count,mention_count,share_pct,rolling_12m_pct
2010-02-01,415,0,0.0,0.12522654245467454
2010-03-01,527,0,0.0,0.12522654245467454
2010-04-01,432,0,0.0,0.12522654245467454
2010-05-01,458,0,0.0,0.1067899642835831
2010-06-01,441,1,0.22675736961451248,0.12568641175145914
2010-07-01,450,1,0.2222222222222222,0.12593007646880808
2010-08-01,407,0,0.0,0.10328514893257619
2010-09-01,541,0,0.0,0.08707243816733623
2010-10-01,462,1,0.21645021645021645,0.06964896329705285
2010-11-01,487,1,0.20533880903490762,0.08676053071662848
2010-12-01,490,0,0.0,0.08676053071662848
2011-01-01,562,0,0.0,0.07256405144348822
2011-02-01,466,0,0.0,0.07256405144348822
2011-03-01,426,0,0.0,0.07256405144348822
2011-04-01,507,1,0.19723865877712032,0.08900060634158158
2011-05-01,485,0,0.0,0.08900060634158158
2011-06-01,501,1,0.19960079840319359,0.08673755874063836
2011-07-01,478,1,0.20920502092050208,0.08565279196549501
2011-08-01,456,2,0.43859649122807015,0.12220249956783419
2011-09-01,544,0,0.0,0.12220249956783419
2011-10-01,448,0,0.0,0.10416498153031616
2011-11-01,406,0,0.0,0.08705341411074052
2011-12-01,472,0,0.0,0.08705341411074052
2012-01-01,629,0,0.0,0.08705341411074052
2012-02-01,511,1,0.19569471624266144,0.10336130713096231
2012-03-01,498,0,0.0,0.1033613071309623
2012-04-01,499,0,0.0,0.08692475223286894
2012-05-01,616,0,0.0,0.08692475223286894
2012-06-01,540,2,0.3703703703703704,0.10115554989680035
2012-07-01,539,0,0.0,0.08372179815342518
2012-08-01,500,1,0.2,0.06383875721775266
2012-09-01,557,0,0.0,0.06383875721775266
2012-10-01,555,1,0.18018018018018017,0.07885377223276767
2012-11-01,601,0,0.0,0.07885377223276767
2012-12-01,547,1,0.18281535648994515,0.09408838527359643
2013-01-01,694,0,0.0,0.09408838527359643
2013-02-01,522,0,0.0,0.07778049225337465
2013-03-01,605,0,0.0,0.07778049225337465
2013-04-01,542,0,0.0,0.07778049225337465
2013-05-01,593,1,0.16863406408094433,0.09183333092678668
2013-06-01,567,0,0.0,0.06096913339592247
2013-07-01,631,0,0.0,0.06096913339592247
2013-08-01,540,2,0.3703703703703704,0.07516666426012
2013-09-01,570,1,0.17543859649122806,0.08978654730105567
2013-10-01,617,0,0.0,0.07477153228604067
2013-11-01,540,0,0.0,0.07477153228604067
2013-12-01,495,0,0.0,0.0595369192452119
2014-01-01,755,1,0.13245033112582782,0.07057444683903089
